प्राति	लिङ्ग्	धातु	गण	उपग्	लक्	पुरु	वच्	__वाक्यम्__
राम	पुं	कथ्	चुर्	पर	आशीर्	प्रथ्	बहु	रामाः कथ्यासुः
राम	पुं	कथ्	चुर्	पर	लृङ्	प्रथ्	एक	रामः अकथयिष्यत्
राम	पुं	कथ्	चुर्	पर	लृङ्	प्रथ्	द्वि	रामौ अकथयिष्यताम्
राम	पुं	कथ्	चुर्	पर	लृङ्	प्रथ्	बहु	रामाः अकथयिष्यन्
राम	पुं	कथ्	चुर्	पर	लिट्	प्रथ्	एक	रामः कथयाञ्चकार
राम	पुं	कथ्	चुर्	पर	लिट्	प्रथ्	द्वि	रामौ कथयाञ्चक्रतुः
राम	पुं	कथ्	चुर्	पर	लिट्	प्रथ्	बहु	रामाः कथयाञ्चक्रुः
राम	पुं	कथ्	चुर्	पर	लुङ्	प्रथ्	एक	रामः अचकथत्
राम	पुं	कथ्	चुर्	पर	लुङ्	प्रथ्	द्वि	रामौ अचकथताम्
राम	पुं	कथ्	चुर्	पर	लुङ्	प्रथ्	बहु	रामाः अचकथन्
हरि	पुं	पठ्	भ्व्	पर	लट्	प्रथ्	एक	हरिः पठति
हरि	पुं	पठ्	भ्व्	पर	लट्	प्रथ्	द्वि	हरी पठतः
हरि	पुं	पठ्	भ्व्	पर	लट्	प्रथ्	बहु	हरयः पठन्ति
हरि	पुं	पठ्	भ्व्	पर	लोट्	प्रथ्	एक	हरिः पठतु
हरि	पुं	पठ्	भ्व्	पर	लोट्	प्रथ्	द्वि	हरी पठताम्
हरि	पुं	पठ्	भ्व्	पर	लोट्	प्रथ्	बहु	हरयः पठन्तु
हरि	पुं	पठ्	भ्व्	पर	लङ्	प्रथ्	एक	हरिः अपठत्
हरि	पुं	पठ्	भ्व्	पर	लङ्	प्रथ्	द्वि	हरी अपठताम्
हरि	पुं	पठ्	भ्व्	पर	लङ्	प्रथ्	बहु	हरयः अपठन्
हरि	पुं	पठ्	भ्व्	पर	विधि	प्रथ्	एक	हरिः पठेत्
हरि	पुं	पठ्	भ्व्	पर	विधि	प्रथ्	द्वि	हरी पठेताम्
हरि	पुं	पठ्	भ्व्	पर	विधि	प्रथ्	बहु	हरयः पठेयुः
हरि	पुं	पठ्	भ्व्	पर	लृट्	प्रथ्	एक	हरिः पठिष्यति
हरि	पुं	पठ्	भ्व्	पर	लृट्	प्रथ्	द्वि	हरी पठिष्यतः
हरि	पुं	पठ्	भ्व्	पर	लृट्	प्रथ्	बहु	हरयः पठिष्यन्ति
हरि	पुं	पठ्	भ्व्	पर	लुट्	प्रथ्	एक	हरिः पठिता
हरि	पुं	पठ्	भ्व्	पर	लुट्	प्रथ्	द्वि	हरी पठितारौ
हरि	पुं	पठ्	भ्व्	पर	लुट्	प्रथ्	बहु	हरयः पठितारः
हरि	पुं	पठ्	भ्व्	पर	आशीर्	प्रथ्	एक	हरिः पठ्यात्
हरि	पुं	पठ्	भ्व्	पर	आशीर्	प्रथ्	द्वि	हरी पठ्यास्ताम्
हरि	पुं	पठ्	भ्व्	पर	आशीर्	प्रथ्	बहु	हरयः पठ्यासुः
हरि	पुं	पठ्	भ्व्	पर	लृङ्	प्रथ्	एक	हरिः अपठिष्यत्
हरि	पुं	पठ्	भ्व्	पर	लृङ्	प्रथ्	द्वि	हरी अपठिष्यताम्
हरि	पुं	पठ्	भ्व्	पर	लृङ्	प्रथ्	बहु	हरयः अपठिष्यन्
हरि	पुं	पठ्	भ्व्	पर	लिट्	प्रथ्	एक	हरिः पपाठ
हरि	पुं	पठ्	भ्व्	पर	लिट्	प्रथ्	द्वि	हरी पेठतुः
हरि	पुं	पठ्	भ्व्	पर	लिट्	प्रथ्	बहु	हरयः पेठुः
हरि	पुं	पठ्	भ्व्	पर	लुङ्	प्रथ्	एक	हरिः अपाठीत्
हरि	पुं	पठ्	भ्व्	पर	लुङ्	प्रथ्	द्वि	हरी अपाठिष्टाम्
हरि	पुं	पठ्	भ्व्	पर	लुङ्	प्रथ्	बहु	हरयः अपाठिषुः
हरि	पुं	या	अद्	पर	लट्	प्रथ्	एक	हरिः याति
हरि	पुं	या	अद्	पर	लट्	प्रथ्	द्वि	हरी यातः
हरि	पुं	या	अद्	पर	लट्	प्रथ्	बहु	हरयः यान्ति
हरि	पुं	या	अद्	पर	लोट्	प्रथ्	एक	हरिः यातु
हरि	पुं	या	अद्	पर	लोट्	प्रथ्	द्वि	हरी याताम्
हरि	पुं	या	अद्	पर	लोट्	प्रथ्	बहु	हरयः यान्तु
हरि	पुं	या	अद्	पर	लङ्	प्रथ्	एक	हरिः आयात्
हरि	पुं	या	अद्	पर	लङ्	प्रथ्	द्वि	हरी आयातम्
हरि	पुं	या	अद्	पर	लङ्	प्रथ्	बहु	हरयः अयुः-अयान्
हरि	पुं	या	अद्	पर	विधि	प्रथ्	एक	हरिः यायात्
हरि	पुं	या	अद्	पर	विधि	प्रथ्	द्वि	हरी यायातम्
हरि	पुं	या	अद्	पर	विधि	प्रथ्	बहु	हरयः यायुः
हरि	पुं	या	अद्	पर	लृट्	प्रथ्	एक	हरिः यास्यति
हरि	पुं	या	अद्	पर	लृट्	प्रथ्	द्वि	हरी यास्यतः
हरि	पुं	या	अद्	पर	लृट्	प्रथ्	बहु	हरयः यास्यन्ति
हरि	पुं	या	अद्	पर	लुट्	प्रथ्	एक	हरिः याता
हरि	पुं	या	अद्	पर	लुट्	प्रथ्	द्वि	हरी यातारौ
हरि	पुं	या	अद्	पर	लुट्	प्रथ्	बहु	हरयः यातारः
हरि	पुं	या	अद्	पर	आशीर्	प्रथ्	एक	हरिः यायात्
हरि	पुं	या	अद्	पर	आशीर्	प्रथ्	द्वि	हरी यायास्तम्
